label,sentence
0,"Anyone not into high-tech splatterfests is advised to take the warning literally, and log on to something more user-friendly."
1,Director Claude Chabrol has become the master of innuendo.
1,"As comedic spotlights go, Notorious C.H.O. hits all the verbal marks it should."
0,(Tries) to parody a genre that's already a joke in the United States.
0,"They were afraid to show this movie to reviewers before its opening, afraid of the bad reviews they thought they'd earn."
1,Especially give credit to Affleck.
0,"A fragile framework upon which to hang broad, mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming."
1,And it marks him as one of the most interesting writer/directors working today.
0,"This picture is murder by numbers, and as easy to be bored by as your ABC's, despite a few whopping shootouts."
0,"Though Jones and Snipes are enthralling, the movie bogs down in rhetoric and cliché."
1,"According to Wendigo, 'nature' loves the members of the upper class almost as much as they love themselves."
0,"Even a hardened voyeur would require the patience of Job to get through this interminable, shapeless documentary about the swinging subculture."
1,It is refreshingly undogmatic about its characters.
0,"A gratingly unfunny groaner littered with zero-dimensional, unlikable characters and hackneyed, threadbare comic setups."
1,"A vibrant, colorful, semimusical rendition."
1,"But as you watch the movie, you're too interested to care."
0,"A mediocre exercise in target demographics, unaware that it's the butt of its own joke."
0,Thumbs down.
1,"While the story does seem pretty unbelievable at times, it's awfully entertaining to watch."
0,"At a time when we've learned the hard way just how complex international terrorism is, Collateral Damage paints an absurdly simplistic picture."
0,Upper West Sidey exercise in narcissism and self-congratulation disguised as a tribute.
1,"As a kind of colorful, dramatized PBS program, Frida gets the job done."
0,An uneven look into a grim future that doesn't come close to the level of intelligence and visual splendour that can be seen in other films based on Philip K. Dick stories.
1,"(Shyamalan) turns the goose-pimple genre on its empty head and fills it with spirit, purpose and emotionally bruised characters who add up to more than body count."
0,"Totally overwrought, deeply biased, and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe are The Greatest Musicians of All Time."
1,There's so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles.
0,Woody Allen used to ridicule movies like Hollywood Ending.
1,Lightweight but appealing.
0,There is nothing redeeming about this movie.
0,What's infuriating about Full Frontal is that it's too close to real life to make sense.
1,"The movie's seams may show...but Pellington gives ""Mothman"" an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling."
1,"MacDowell ... gives give a solid, anguished performance that eclipses nearly everything else she's ever done."
1,"Director Paul Cox's unorthodox, abstract approach to visualizing Nijinsky's diaries is both stimulating and demanding."
1,"The sight of the spaceship on the launching pad is duly impressive in IMAX dimensions, as are shots of the astronauts floating in their cabins."
1,"The unique niche of self-critical, behind-the-scenes navel-gazing Kaufman has carved from Orleans' story and his own infinite insecurity is a work of outstanding originality."
1,The stunt work is top-notch; the dialogue and drama often food-spittingly funny.
0,"Lucas has in fact come closer than anyone could desire to the cheap, graceless, hackneyed sci-fi serials of the '30s and '40s."
1,"A fine effort, an interesting topic, some intriguing characters and a sad ending."
0,"""...something appears to have been lost in the translation this time."
1,Featherweight romantic comedy has a few nice twists in a standard plot and the charisma of Hugh Grant and Sandra Bullock.
0,"Hypnotically dull, relentlessly downbeat, laughably predictable wail pitched to the cadence of a depressed fifteen-year-old's suicidal poetry."
1,"Everything about The Quiet American is good, except its timing."
1,"It's a smartly directed, grown-up film of ideas."
1,"The Bourne Identity shouldn't be half as entertaining as it is, but director Doug Liman and his colleagues have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood."
0,"Once he starts learning to compromise with reality enough to become comparatively sane and healthy, the film becomes predictably conventional."
1,"A touching, small-scale story of family responsibility and care in the community."
0,"The gifted Crudup has the perfect face to play a handsome blank yearning to find himself, and his cipherlike personality and bad behavior would play fine if the movie knew what to do with him."
0,An artsploitation movie with too much exploitation and too little art.
0,"Unless you're a fanatic, the best advice is: 'Scooby' don't."
1,"Nicole Kidman evolved from star to superstar some time over the past year, which means that Birthday Girl is the kind of quirkily appealing minor movie she might not make for a while."
1,And the positive change in tone here seems to have recharged him.
1,There's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance.
1,"The script is high on squaddie banter, low on shocks."
0,Go back to sleep.
0,This movie plays like an extended dialogue exercise in Retard 101.
0,"It's as if a bored Cage spent the duration of the film's shooting schedule waiting to scream: ""Got AIDS yet?"""
1,"Secret Ballot is a funny, puzzling movie ambiguous enough to be engaging and oddly moving."
0,"A visionary marvel, but it's lacking a depth in storytelling usually found in anime like this."
0,"Nair just doesn't have the necessary self-control to guide a loose, poorly structured film through the pitfalls of incoherence and redundancy."
1,One of the most slyly exquisite anti-adult movies ever made.
0,This low-rent -- and even lower-wit -- rip-off of the Farrelly brothers' oeuvre gets way too mushy -- and in a relatively short amount of time.
1,Happily stays close to the ground in a spare and simple manner and doesn't pummel us with phony imagery or music.
0,"Fails as a dystopian movie, as a retooling of Fahrenheit 451, and even as a rip-off of The Matrix."
1,"Whatever one makes of its political edge, this is beautiful filmmaking from one of French cinema's master craftsmen."
1,"Jagger, Stoppard and director Michael Apted ... deliver a riveting and surprisingly romantic ride."
0,Banal and predictable.
0,"Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright, poet and drinker."
0,The trashy teen-sleaze equivalent of Showgirls.
1,"Best of all is Garcia, who perfectly portrays the desperation of a very insecure man."
0,"It doesn't flinch from its unsettling prognosis, namely, that the legacy of war is a kind of perpetual pain."
0,"Scooby-Doo doesn't know if it wants to be a retro-refitting exercise in campy recall for older fans or a silly, Nickelodeon-esque kiddie flick."
0,A dramatic comedy as pleasantly dishonest and pat as any Hollywood fluff.
0,"Unfunny and lacking any sense of commitment to or affection for its characters, the Reginald Hudlin comedy relies on toilet humor, ethnic slurs."
1,"""The best Disney movie since the Lion King"""
1,"Best indie of the year, so far."
0,Feels less like a cousin to Blade Runner than like a bottom-feeder sequel in the Escape From New York series.
0,"It jumps around with little logic or continuity, presenting backstage bytes of information that never amount to a satisfying complete picture of this particular, anciently demanding métier."
1,Simone is not a bad film.
1,"A sexy, peculiar and always entertaining costume drama set in Renaissance Spain, and the fact that it's based on true events somehow makes it all the more compelling."
0,"As the sulking, moody male hustler in the title role, (Franco) has all of Dean's mannerisms and self-indulgence, but none of his sweetness and vulnerability."
1,The first Bond movie in ages that isn't fake fun.
0,"The problem is that for the most part, the film is deadly dull."
0,"For the rest of us, sitting through Dahmer's two hours amounts to little more than punishment."
0,The rollerball sequences feel sanitised and stagey.
1,Ramsay and Morton fill this character study with poetic force and buoyant feeling.
1,The film is saved from aren't-kids-cute sentimentality by a warmth that isn't faked and a stately sense of composition.
1,"Death to Smoochy is often very funny, but what's even more remarkable is the integrity of DeVito's misanthropic vision."
0,The only young people who possibly will enjoy it are infants... who might be distracted by the movie's quick movements and sounds.
0,There's something fishy about a seasonal holiday kids' movie ... that derives its moment of most convincing emotional gravity from a scene where Santa gives gifts to grownups.
0,It collapses when Mr. Taylor tries to shift the tone to a thriller's rush.
0,It's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are 'edgy.'
0,"It gives poor Dana Carvey nothing to do that is really funny, and then expects us to laugh because he acts so goofy all the time."
1,"Efficient, suitably anonymous chiller."
0,"... Stylistically, the movie is a disaster."
1,"It's mildly entertaining, especially if you find comfort in familiarity."
1,...a guiltless film for nice evening out.
1,"What makes Salton Sea surprisingly engrossing is that Caruso takes an atypically hypnotic approach to a world that's often handled in fast-edit, hopped-up fashion."
0,An opportunity missed.
1,Canada's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the Inuit people.
1,"Fresh and raw like a blown-out vein, Narc takes a walking-dead, cop-flick subgenre and beats new life into it."
0,Dignified CEO's meet at a rustic retreat and pee against a tree.
1,"A creepy, intermittently powerful study of a self-destructive man...about as unsettling to watch as an exploratory medical procedure or an autopsy."
0,"The overall vibe is druggy and self-indulgent, like a spring-break orgy for pretentious arts majors."
0,The Transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull.
1,"Beneath the film's obvious determination to shock at any cost lies considerable skill and determination, backed by sheer nerve."
0,"Perry's good and his is an interesting character, but ""Serving Sara"" hasn't much more to serve than silly fluff."
0,"The film's trailer also looked like crap, so crap is what I was expecting."
1,"The sentimental script has problems, but the actors pick up the slack."
1,Puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman.
0,"There are some laughs in this movie, but Williams' anarchy gets tiresome, the satire is weak."
1,"Boisterous, heartfelt comedy."
0,"It's as if Allen, at 66, has stopped challenging himself."
0,"The characters seem one-dimensional, and the film is superficial and will probably be of interest primarily to its target audience."
1,"I'm sure mainstream audiences will be baffled, but, for those with at least a minimal appreciation of Woolf and Clarissa Dalloway, The Hours represents two of those well spent."
1,"Very amusing, not the usual route in a thriller, and the performances are odd and pixilated and sometimes both."
0,"If Festival in Cannes nails hard- boiled Hollywood argot with a bracingly nasty accuracy, much about the film, including some of its casting, is frustratingly unconvincing."
1,Coral Reef Adventure is a heavyweight film that fights a good fight on behalf of the world's endangered reefs -- and it lets the pictures do the punching.
1,"But it could be, by its art and heart, a necessary one."
0,I wanted more.
1,The entire cast is extraordinarily good.
0,"As if trying to grab a lump of Play-Doh, the harder that Liman tries to squeeze his story, the more details slip out between his fingers."
1,"A bracing, unblinking work that serves as a painful elegy and sobering cautionary tale."
1,"A fine, rousing, G-rated family film, aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats."
1,"It's immensely ambitious, different than anything that's been done before and amazingly successful in terms of what it's trying to do."
0,...a pretentious mess...
1,It sends you away a believer again and quite cheered at just that.
0,"Terminally bland, painfully slow and needlessly confusing ... The movie, shot on digital videotape rather than film, is frequently indecipherable."
0,A very depressing movie of many missed opportunities.
1,Captures the raw comic energy of one of our most flamboyant female comics.
1,"If The Man from Elysian Fields is doomed by its smallness, it is also elevated by it--the kind of movie that you enjoy more because you're one of the lucky few who sought it out."
0,"Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches, but wind up using them as punching bags."
0,"This wretchedly unfunny wannabe comedy is inane and awful - no doubt, it's the worst movie I've seen this summer."
0,"In the process of trimming the movie to an expeditious 84 minutes, director Roger Kumble seems to have dumped a whole lot of plot in favor of...outrageous gags."
1,"Singer/composer Bryan Adams contributes a slew of songs -- a few potential hits, a few more simply intrusive to the story -- but the whole package certainly captures the intended, er, spirit of the piece."
0,Doesn't come close to justifying the hype that surrounded its debut at the Sundance Film Festival two years ago.
0,This slender plot feels especially thin stretched over the nearly 80-minute running time.
0,The movie's biggest shocks come from seeing former nymphette Juliette Lewis playing a salt-of-the-earth mommy named Minnie and watching Slim travel incognito in a ridiculous wig no respectable Halloween costume shop would ever try to sell.
0,"If you value your time and money, find an escape clause and avoid seeing this trite, predictable rehash."
1,"Boasts a handful of virtuosic set pieces and offers a fair amount of trashy, kinky fun."
0,"The jokes are flat, and the action looks fake."
1,It's a ripper of a yarn and I for one enjoyed the thrill of the chill.
0,"Weirdly, Broomfield has compelling new material but he doesn't unveil it until the end, after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car."
1,"Once folks started hanging out at the barbershop, they never wanted to leave."
0,"Choppy, overlong documentary about 'The Lifestyle.'"
1,"Better still, he does all of this, and more, while remaining one of the most savagely hilarious social critics this side of Jonathan Swift."
0,The action quickly sinks into by-the-numbers territory.
0,Ends up offering nothing more than the latest Schwarzenegger or Stallone flick would.
0,"Though there are many tense scenes in Trapped, they prove more distressing than suspenseful."
1,"The Last Kiss will probably never achieve the popularity of My Big Fat Greek Wedding, but its provocative central wedding sequence has far more impact."
0,Low rent from frame one.
0,"Sheridan seems terrified of the book's irreverent energy, and scotches most of its élan, humor, bile, and irony."
0,"Unfortunately, Carvey's rubber-face routine is no match for the insipid script he has crafted with Harris Goldberg."
0,"It may as well be called ""Jar-Jar Binks: The Movie."""
1,"Over the years, Hollywood has crafted a solid formula for successful animated movies, and Ice Age only improves on it, with terrific computer graphics, inventive action sequences and a droll sense of humor."
1,"What one is left with, even after the most awful acts are committed, is an overwhelming sadness that feels as if it has made its way into your very bloodstream."
0,It hates its characters.
0,"... an incredibly heavy-handed, manipulative dud that feels all too familiar."
0,"With ""Ichi the Killer"", Takashi Miike, Japan's wildest filmmaker gives us a crime fighter carrying more emotional baggage than Batman..."
0,"Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films, sell it to the highest bidder and walk away without anyone truly knowing your identity."
0,"Comes off as a long, laborious whine, the bellyaching of a paranoid and unlikable man."
0,We don't even like their characters.
0,Just a collection of this and that -- whatever fills time -- with no unified whole.
0,The characters never change.
0,Even kids deserve better.
0,"While Scorsese's bold images and generally smart casting ensure that ""Gangs"" is never lethargic, the movie is hindered by a central plot that's peppered with false starts and populated by characters who are nearly impossible to care about."
0,"Once Ice-T sticks his mug in the window of the couple's BMW and begins haranguing the wife in bad stage dialogue, all credibility flies out the window."
1,This is more fascinating -- being real -- than anything seen on Jerry Springer.
0,into How Long Is This Movie?
1,"The work of an artist tormented by his heritage, using his storytelling ability to honor the many faceless victims."
0,"Think The Lion King redone for horses, with fewer deliberate laughs, more inadvertent ones and stunningly trite songs by Bryan Adams, the world's most generic rock star."
1,You'll probably love it.
0,And for all the wrong reasons besides.
1,"Reminiscent of Alfred Hitchcock's thrillers, most of the scary parts in 'Signs' occur while waiting for things to happen."
1,"In his debut as a director, Washington has a sure hand."
1,"If you love him, you'll like it."
1,"What's so fun about this silly, outrageous, ingenious thriller is the director's talent."
1,"I like that Smith, he's not making fun of these people, he's not laughing at them."
0,The logic of it all will be Greek to anyone not predisposed to the movie's rude and crude humor.
0,The movie's downfall is to substitute plot for personality.
0,So much about the film is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened.
1,"Victor Rosa is Leguizamo's best movie work so far, a subtle and richly internalized performance."
1,Psychologically savvy.
1,"A stirring tribute to the bravery and dedication of the world's reporters who willingly walk into the nightmare of war not only to record the events for posterity, but to help us clearly see the world of our making."
1,A chilling movie without oppressive gore.
0,"We assume he had a bad run in the market or a costly divorce, because there is no earthly reason other than money why this distinguished actor would stoop so low."
0,"Star Trek was kind of terrific once, but now it is a copy of a copy of a copy."
1,Several of Steven Soderbergh's earlier films were hailed as the works of an artist.
1,The riveting performances by the incredibly flexible cast make Love a joy to behold.
1,"The most audacious, outrageous, sexually explicit, psychologically probing, pure libido film of the year has arrived from Portugal."
1,"A thoughtful movie, a movie that is concerned with souls and risk and schemes and the consequences of one's actions."
0,"The dramatic scenes are frequently unintentionally funny, and the action sequences -- clearly the main event -- are surprisingly uninvolving."
1,"Directed by Kevin Bray, whose crisp framing, edgy camera work, and wholesale ineptitude with acting, tone and pace very obviously mark him as a video helmer making his feature debut."
0,"Because the intelligence level of the characters must be low, very low, very very low, for the masquerade to work, the movie contains no wit, only labored gags."
0,Viewers of Barney's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it.
0,They ought to be a whole lot scarier than they are in this tepid genre offering.
1,"As it turns out, you can go home again."
1,"It's far from a frothy piece, and the characters are complex, laden with plenty of baggage and tinged with tragic undertones."
1,His work transcends the boy-meets-girl posturing of typical love stories.
1,Writer/ director M. Night Shyamalan's ability to pull together easily accessible stories that resonate with profundity is undeniable.
1,"Fontaine's direction, especially her agreeably startling use of close-ups and her grace with a moving camera, creates sheerly cinematic appeal."
1,What bubbles up out of John C. Walsh's Pipe Dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch.
0,Abysmally pathetic
0,"Instead of a balanced film that explains the zeitgeist that is the X Games, we get a cinematic postcard that's superficial and unrealized."
0,"The issues are presented in such a lousy way, complete with some of the year's (unintentionally) funniest moments, that it's impossible to care."
1,"Blessed with two fine, nuanced lead performances."
0,"It all unfolds predictably, and the adventures that happen along the way seem repetitive and designed to fill time, providing no real sense of suspense."
1,An exhilarating experience.
1,A dazzling dream of a documentary.
1,Narc is a no-bull throwback to 1970s action films.
1,"Jones ... makes a great impression as the writer-director of this little $1.8 million charmer, which may not be cutting-edge indie filmmaking but has a huge heart."
1,"In the disturbingly involving family dysfunctional drama How I Killed My Father, French director Anne Fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition"
0,Animated drivel meant to enhance the self-image of drooling idiots.
0,"but rather, 'How can you charge money for this?'"
1,"""Austin Powers in Goldmember"" has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end."
0,"Not really a thriller so much as a movie for teens to laugh, groan and hiss at."
0,"An erotic thriller that's neither too erotic nor very thrilling, either."
1,"Family portrait of need, neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking."
0,The uneven movie does have its charms and its funny moments but not quite enough of them.
1,It manages to squeeze by on Angelina Jolie's surprising flair for self-deprecating comedy.
0,Demme finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack.
0,"I'm not sure which is worse: the poor acting by the ensemble cast, the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen."
1,"It's an ambitious film, and as with all ambitious films, it has some problems."
1,"Like the best 60 Minutes exposé, the film (at 80 minutes) is actually quite entertaining."
0,The lousy lead performances... keep the movie from ever reaching the comic heights it obviously desired.
0,"Medem may have disrobed most of the cast, leaving their bodies exposed, but the plot remains as guarded as a virgin with a chastity belt."
0,Is it really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets?
1,"Art-house to the core, Read My Lips is a genre-curling crime story that revives the free-wheeling noir spirit of old French cinema."
0,"Madonna has made herself over so often now, there's apparently nothing left to work with, sort of like Michael Jackson's nose."
0,So exaggerated and broad that it comes off as annoying rather than charming.
1,"...the story, like Ravel's Bolero, builds to a crescendo that encompasses many more paths than we started with."
1,"It has fun with the quirks of family life, but it also treats the subject with fondness and respect."
0,It should have stayed there.
1,"Well, it probably won't have you swinging from the trees hooting it's praises, but it's definitely worth taking a look."
1,"Bravo for history rewritten, and for the uncompromising knowledge that the highest power of all is the power of love."
0,What a pity ... that the material is so second-rate.
1,It's that good.
1,A mischievous visual style and oodles of charm make 'Cherish' a very good (but not great) movie.
1,"Enthusiastically taking up the current teen movie concern with bodily functions, Walt Becker's film pushes all the demographically appropriate comic buttons."
1,A truly wonderful tale combined with stunning animation.
1,Directors Brett Morgen and Nanette Burstein have put together a bold biographical fantasia.
0,... a confusing drudgery.
1,"It's a testament to the film's considerable charm that it succeeds in entertaining, despite playing out like a feature-length sitcom replete with stereotypical familial quandaries."
0,(A) mess.
0,Plays like a bad blend of an overripe episode of TV's Dawson's Creek and a recycled and dumbed-down version of Love Story.
0,Black-and-white and unrealistic.
0,"(Lin Chung's) voice is rather unexceptional, even irritating (at least to this Western ear), making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters."
0,"It's not helpful to listen to extremist name-calling, regardless of whether you think Kissinger was a calculating fiend or just a slippery self-promoter."
1,"Hardly an objective documentary, but it's great cinematic polemic...love Moore or loathe him, you've got to admire...the intensity with which he's willing to express his convictions."
1,The movie is pretty funny now and then without in any way demeaning its subjects.
1,"A lovely film...elegant, witty and beneath a prim exterior unabashedly romantic...hugely enjoyable in its own right though not really faithful to its source's complexity."
0,"A summary of the plot doesn't quite do justice to the awfulness of the movie, for that comes through all too painfully in the execution."
0,"Taken as a whole, The Tuxedo doesn't add up to a whole lot."
0,Good-looking but relentlessly lowbrow outing plays like Clueless Does South Fork.
1,Intimate and panoramic.
0,Suffers from all the excesses of the genre.
0,Hate it because it's lousy.
0,"This rather unfocused, all-over-the-map movie would be a lot better if it pared down its plots and characters to a few rather than dozens... or if it were subtler... or if it had a sense of humor."
0,"Big Fat Liar is little more than Home Alone raised to a new, self-deprecating level."
0,A DOA dud from frame one.
0,Why spend $9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby?
0,Just the sort of lazy tearjerker that gives movies about ordinary folk a bad name.
1,"""Home Movie"" is a sweet treasure and something well worth your time."
1,"It's enough to watch Huppert scheming, with her small, intelligent eyes as steady as any noir villain, and to enjoy the perfectly pitched web of tension that Chabrol spins."
1,"The bottom line with Nemesis is the same as it has been with all the films in the series: Fans will undoubtedly enjoy it, and the uncommitted needn't waste their time on it."
1,Robinson's web of suspense matches the page-turning frenzy that Clancy creates.
0,...a hokey piece of nonsense that tries too hard to be emotional.
1,"Intelligent, caustic take on a great writer and dubious human being."
0,"Like its title character, Esther Kahn is unusual but unfortunately also irritating."
1,"Where Janice Beard falters in its recycled aspects, implausibility, and sags in pace, it rises in its courageousness, and comedic employment."
1,Throws in enough clever and unexpected twists to make the formula feel fresh.
0,A fairly harmless but ultimately lifeless feature-length afterschool special.
0,I didn't laugh.
1,"Holm does his sly, intricate magic, and Iben Hjelje is entirely appealing as Pumpkin."
1,"One of the funniest motion pictures of the year, but...also one of the most curiously depressing."
1,Bielinsky is a filmmaker of impressive talent.
0,"Such a premise is ripe for all manner of lunacy, but Kaufman and Gondry rarely seem sure of where it should go."
0,The film is ultimately about as inspiring as a Hallmark card.
0,The troubling thing about Clockstoppers is that it doesn't make any sense.
0,Uneven performances and a spotty script add up to a biting satire that has no teeth.
0,"Even on its own ludicrous terms, The Sum of All Fears generates little narrative momentum, and invites unflattering comparisons to other installments in the Ryan series."
1,Boasts enough funny dialogue and sharp characterizations to be mildly amusing.
0,The most offensive thing about the movie is that Hollywood expects people to pay to see it.
0,You don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace.
0,The author's devotees will probably find it fascinating; others may find it baffling.
1,"The tasteful little revision works wonders, enhancing the cultural and economic subtext, bringing richer meaning to the story's morals."
1,It's Quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer.
1,"Often messy and frustrating, but very pleasing at its best moments, it's very much like life itself."
1,"In its dry and forceful way, it delivers the same message as Jiri Menzel's Closely Watched Trains and Danis Tanovic's No Man's Land."
0,"Sinks so low in a poorly played game of absurd plot twists, idiotic court maneuvers and stupid characters that even Freeman can't save it."
0,This is the kind of movie that gets a quick release before real contenders arrive in September.
1,"Talk To Her is not the perfect movie many have made it out to be, but it's still quite worth seeing."
0,"It's also built on a faulty premise, one it follows into melodrama and silliness."
0,Shafer's feature doesn't offer much in terms of plot or acting.
1,"In fact, even better."
0,Feels familiar and tired.
0,The movie is too impressed with its own solemn insights to work up much entertainment value.
1,But it's worth the concentration.
1,A complex psychological drama about a father who returns to his son's home after decades away.
1,The film's intimate camera work and searing performances pull us deep into the girls' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that's opened between them.
1,"Humorous and heartfelt, Douglas McGrath's version of 'Nicholas Nickleby' left me feeling refreshed and hopeful."
1,"What Lee does so marvelously compelling is present Brown as a catalyst for the struggle of black manhood in restrictive and chaotic America...sketchy but nevertheless gripping portrait of Jim Brown, a celebrated wonder in the spotlight"
1,One thing you have to give them credit for: The message of the movie is consistent with the messages espoused in the company's previous video work.
1,"Is not so much a work of entertainment as it is a unique, well-crafted psychological study of grief."
0,Brosnan's finest non-Bondish performance yet fails to overcome the film's manipulative sentimentality and annoying stereotypes.
0,"An even more predictable, cliche-ridden endeavor than its predecessor."
1,"The storytelling may be ordinary, but the cast is one of those all-star reunions that fans of Gosford Park have come to assume is just another day of Brit cinema."
1,Catch it... if you can!
0,To say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor.
0,It's not too much of anything.
0,One of the most highly-praised disappointments I've had the misfortune to watch in quite some time.
0,Everything was as superficial as the forced New Jersey lowbrow accent Uma had.
1,The Bard as black comedy -- Willie would have loved it.
0,"Memorable for a peculiar malaise that renders its tension flaccid and, by extension, its surprises limp and its resolutions ritual."
1,This is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party.
1,The performances are remarkable.
1,"As much as I laughed throughout the movie, I cannot mount a cogent defense of the film as entertainment, or even performance art, although the movie does leave you marveling at these guys' superhuman capacity to withstand pain."
0,"Not a strike against Yang's similarly themed Yi Yi, but I found What Time?"
0,Everything that was right about Blade is wrong in its sequel.
1,Both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes.
1,This is a shrewd and effective film from a director who understands how to create and sustain a mood.
1,(P)artnering Murphy with Robert De Niro for the TV-cops comedy Showtime would seem to be surefire casting.
0,I have a confession to make: I didn't particularly like E.T. the first time I saw it as a young boy.
1,A captivating new film.
1,"It tends to remind one of a really solid Woody Allen film, with its excellent use of New York locales and sharp writing"
1,You'd have to be a most hard-hearted person not to be moved by this drama.
0,This is just lazy writing.
1,"A movie that will surely be profane, politically charged music to the ears of Cho's fans."
0,"While the ensemble player who gained notice in Guy Ritchie's Lock, Stock and Two Smoking Barrels and Snatch has the bod, he's unlikely to become a household name on the basis of his first starring vehicle."
1,Coppola has made a film of intoxicating atmosphere and little else.
1,is one of this year's very best pictures.
1,The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.
1,"The strength of the film comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that, in the simple telling, proves simultaneously harrowing and uplifting."
1,A compelling French psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart.
1,Ong's promising debut is a warm and well-told tale of one recent Chinese immigrant's experiences in New York City.
1,"Satisfyingly scarifying, fresh and old-fashioned at the same time."
0,"Trailer trash cinema so uncool the only thing missing is the ""Gadzooks!"""
1,"won't be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world's best actors, Daniel Auteuil, have a whale of a good time."
1,"Because the genre is well established, what makes the movie fresh is smart writing, skewed characters, and the title performance by Kieran Culkin."
1,More sophisticated and literate than such pictures usually are...an amusing little catch.
1,"I found The Ring moderately absorbing, largely for its elegantly colorful look and sound."
1,"A graceful, moving tribute to the courage of New York's finest and a nicely understated expression of the grief shared by the nation at their sacrifice."
0,And it's harder still to believe that anyone in his right mind would want to see the it.
1,"Contrived as this may sound, Mr. Rose's updating works surprisingly well."
0,"Mr. Deeds is not really a film as much as it is a loose collection of not-so-funny gags, scattered moments of lazy humor."
0,"Just a string of stale gags, with no good inside dope, and no particular bite."
1,It's always enthralling.
0,One big blustery movie where nothing really happens.
1,"One of those rare films that seems as though it was written for no one, but somehow manages to convince almost everyone that it was put on the screen, just for them."
1,Diane Lane works nothing short of a minor miracle in Unfaithful.
1,One of the very best movies ever made about the life of moviemaking.
1,"is many things -- stoner midnight flick, sci-fi deconstruction, gay fantasia -- but above all it's a love story as sanguine as its title."
0,"But if the essence of magic is its make-believe promise of life that soars above the material realm, this is the opposite of a truly magical movie."
0,"A loud, brash and mainly unfunny high school comedy."
0,"Watching junk like this induces a kind of abstract guilt, as if you were paying dues for good books unread, fine music never heard."
1,"An Inuit masterpiece that will give you goosebumps as its uncanny tale of love, communal discord, and justice unfolds."
1,Can be viewed as pure composition and form -- film as music
0,"This is a remake by the numbers, linking a halfwit plot to a series of standup routines in which Wilson and Murphy show how funny they could have been in a more ambitious movie."
0,The jokes are telegraphed so far in advance they must have been lost in the mail.
1,a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack
1,Smarter than its commercials make it seem.
1,A reasonably entertaining sequel to 1994's surprise family hit that may strain adult credibility.
1,"Could have been crisper and punchier, but it's likely to please audiences who like movies that demand four hankies."
1,A French film with a more down-home flavor.
0,"When a movie asks you to feel sorry for Mick Jagger's sex life, it already has one strike against it."
1,An Asian neo-realist treasure.
0,Generic thriller junk.
1,"An honest, sensitive story from a Vietnamese point of view."
0,"While some of the camera work is interesting, the film's mid-to-low budget is betrayed by the surprisingly shoddy makeup work."
1,"More than their unique residences, Home Movie is about the people who live in them, who have carved their own comfortable niche in the world and have been kind enough to share it."
0,"Apparently, romantic comedy with a fresh point of view just doesn't figure in the present Hollywood program."
1,"Thanks to confident filmmaking and a pair of fascinating performances, the way to that destination is a really special walk in the woods."
1,A compelling allegory about the last days of Germany's democratic Weimar Republic.
